Attack,Host,Run,Mode,CPU Temperature (°C),CPU Usage (%),Memory Usage (%),Attack Type,Measurement,Timestamp,Relative Time (s),Disk Read (Mo/s),Disk Write (Mo/s),Encrypted Disk Usage (%),Encrypted Files,Encrypted Files Size (Mo),Encryption Speed (o/s),Memory Usage (Mo),Network (Ko/s)
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,58.4,0.0,21.5,Ransomware,System,00:00:12.190,12.19,0.0,0.0,0.0,0,0.0,0,630.11,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,58.9,0.0,21.5,Ransomware,System,00:00:13.280,13.28,0.0,0.0,0.0,0,0.0,0,630.11,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.9,0.0,21.5,Ransomware,System,00:00:14.380,14.38,0.0,0.0,0.0,0,0.0,0,630.11,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.9,0.0,21.5,Ransomware,System,00:00:15.470,15.47,0.0,0.02,0.0,0,0.0,0,630.11,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,58.4,0.0,21.5,Ransomware,System,00:00:16.570,16.57,0.0,0.0,0.0,0,0.0,0,630.11,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,58.9,0.0,21.5,Ransomware,System,00:00:17.730,17.73,0.0,0.01,0.0,0,0.0,0,630.1,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.9,0.0,21.5,Ransomware,System,00:00:18.830,18.83,0.0,0.0,0.0,0,0.0,0,630.1,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.4,0.0,21.5,Ransomware,System,00:00:19.920,19.92,0.0,0.0,0.0,0,0.0,0,630.1,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,58.4,0.0,21.5,Ransomware,System,00:00:21.020,21.02,0.0,0.03,0.0,0,0.0,0,630.1,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.4,0.5,21.5,Ransomware,System,00:00:22.110,22.11,0.0,0.0,0.0,0,0.0,0,630.1,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,60.3,0.0,21.5,Ransomware,System,00:00:23.270,23.27,0.0,0.0,0.0,0,0.0,0,630.1,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.9,0.0,21.5,Ransomware,System,00:00:24.370,24.37,0.0,0.01,0.0,0,0.0,0,630.09,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.9,0.0,21.5,Ransomware,System,00:00:25.470,25.47,0.0,0.0,0.0,0,0.0,0,630.09,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,58.9,0.0,21.5,Ransomware,System,00:00:26.560,26.56,0.0,0.04,0.0,0,0.0,0,630.09,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.9,0.0,21.5,Ransomware,System,00:00:27.660,27.66,0.0,0.0,0.0,0,0.0,0,630.09,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.4,0.0,21.5,Ransomware,System,00:00:28.820,28.82,0.0,0.0,0.0,0,0.0,0,630.34,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.4,0.0,21.5,Ransomware,System,00:00:29.910,29.91,0.0,0.0,0.0,0,0.0,0,630.59,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.9,0.0,21.5,Ransomware,System,00:00:31.010,31.01,0.0,0.0,0.0,0,0.0,0,630.59,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.4,0.0,21.6,Ransomware,System,00:00:32.100,32.1,0.0,0.0,0.0,0,0.0,0,630.83,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,58.9,0.0,21.6,Ransomware,System,00:00:33.200,33.2,0.0,0.03,0.0,0,0.0,0,630.82,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,60.3,0.0,21.6,Ransomware,System,00:00:34.370,34.37,0.0,0.0,0.0,0,0.0,0,630.82,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.4,0.0,21.6,Ransomware,System,00:00:35.460,35.46,0.0,0.0,0.0,0,0.0,0,630.82,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,58.9,0.0,21.6,Ransomware,System,00:00:36.560,36.56,0.0,0.0,0.0,0,0.0,0,630.82,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,58.9,0.0,21.6,Ransomware,System,00:00:37.650,37.65,0.0,0.0,0.0,0,0.0,0,630.82,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,58.9,0.0,21.6,Ransomware,System,00:00:38.750,38.75,0.0,0.01,0.0,0,0.0,0,630.82,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.4,0.0,21.6,Ransomware,System,00:00:39.910,39.91,0.0,0.01,0.0,0,0.0,0,630.82,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.4,0.0,21.6,Ransomware,System,00:00:41.010,41.01,0.0,0.0,0.0,0,0.0,0,630.82,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,58.9,0.0,21.6,Ransomware,System,00:00:42.100,42.1,0.0,0.0,0.0,0,0.0,0,630.82,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,58.9,0.0,21.6,Ransomware,System,00:00:43.200,43.2,0.0,0.0,0.0,0,0.0,0,631.06,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,58.4,0.0,21.6,Ransomware,System,00:00:44.290,44.29,0.0,0.02,0.0,0,0.0,0,631.31,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.9,0.0,21.6,Ransomware,System,00:00:45.450,45.45,0.0,0.0,0.0,0,0.0,0,631.31,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.9,0.0,21.6,Ransomware,System,00:00:46.550,46.55,0.0,0.0,0.0,0,0.0,0,631.55,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.9,0.0,21.6,Ransomware,System,00:00:47.640,47.64,0.0,0.0,0.0,0,0.0,0,631.55,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,58.9,0.0,21.6,Ransomware,System,00:00:48.740,48.74,0.0,0.0,0.0,0,0.0,0,631.55,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,58.9,0.5,21.6,Ransomware,System,00:00:49.830,49.83,0.0,0.0,0.0,0,0.0,0,631.55,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.9,0.5,21.6,Ransomware,System,00:00:50.990,50.99,0.0,0.11,0.0,0,0.0,0,631.55,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,60.3,0.5,21.6,Ransomware,System,00:00:52.090,52.09,0.0,0.06,0.0,0,0.0,0,631.54,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,60.3,0.5,21.6,Ransomware,System,00:00:53.180,53.18,0.0,0.2,0.0,0,0.0,0,631.54,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.9,0.0,21.6,Ransomware,System,00:00:54.280,54.28,0.0,0.0,0.0,0,0.0,0,631.54,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.4,0.5,21.6,Ransomware,System,00:00:55.370,55.37,0.0,0.0,0.0,0,0.0,0,631.54,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.9,0.0,21.6,Ransomware,System,00:00:56.530,56.53,0.0,0.0,0.0,0,0.0,0,631.54,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.4,0.0,21.6,Ransomware,System,00:00:57.630,57.63,0.0,0.02,0.0,0,0.0,0,631.78,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,60.3,0.5,21.6,Ransomware,System,00:00:58.720,58.72,0.0,0.0,0.0,0,0.0,0,631.78,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,60.3,0.0,21.6,Ransomware,System,00:00:59.820,59.82,0.0,0.0,0.0,0,0.0,0,631.78,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,60.3,0.0,21.6,Ransomware,System,00:01:00.910,60.91,0.0,0.04,0.0,0,0.0,0,631.78,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.4,0.0,21.6,Ransomware,System,00:01:02.080,62.08,0.0,0.0,0.0,0,0.0,0,632.02,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.4,0.0,21.6,Ransomware,System,00:01:03.180,63.18,0.0,0.0,0.0,0,0.0,0,632.02,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,60.3,0.0,21.6,Ransomware,System,00:01:04.270,64.27,0.0,0.01,0.0,0,0.0,0,632.02,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,60.3,0.0,21.6,Ransomware,System,00:01:05.370,65.37,0.0,0.0,0.0,0,0.0,0,632.26,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.9,0.0,21.6,Ransomware,System,00:01:06.460,66.46,0.0,0.0,0.0,0,0.0,0,632.51,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.9,0.0,21.6,Ransomware,System,00:01:07.610,67.61,0.0,0.0,0.0,0,0.0,0,632.51,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,60.3,0.0,21.6,Ransomware,System,00:01:08.700,68.7,0.0,0.01,0.0,0,0.0,0,632.51,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.9,0.0,21.6,Ransomware,System,00:01:09.800,69.8,0.0,0.0,0.0,0,0.0,0,632.51,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.4,0.0,21.6,Ransomware,System,00:01:10.890,70.89,0.0,0.0,0.0,0,0.0,0,632.51,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.9,0.0,21.6,Ransomware,System,00:01:11.990,71.99,0.0,0.0,0.0,0,0.0,0,632.51,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.9,0.5,21.6,Ransomware,System,00:01:13.150,73.15,0.0,0.0,0.0,0,0.0,0,632.51,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,60.3,0.0,21.6,Ransomware,System,00:01:14.250,74.25,0.0,0.03,0.0,0,0.0,0,632.51,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.9,0.0,21.6,Ransomware,System,00:01:15.340,75.34,0.0,0.0,0.0,0,0.0,0,632.75,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.9,0.0,21.6,Ransomware,System,00:01:16.440,76.44,0.0,0.0,0.0,0,0.0,0,632.99,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,60.3,0.0,21.6,Ransomware,System,00:01:17.530,77.53,0.0,0.0,0.0,0,0.0,0,632.99,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,60.3,0.0,21.6,Ransomware,System,00:01:18.690,78.69,0.0,0.0,0.0,0,0.0,0,632.99,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.4,0.0,21.6,Ransomware,System,00:01:19.790,79.79,0.0,0.02,0.0,0,0.0,0,632.99,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,60.8,0.0,21.6,Ransomware,System,00:01:20.880,80.88,0.0,0.02,0.0,0,0.0,0,632.99,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.4,0.0,21.6,Ransomware,System,00:01:21.980,81.98,0.0,0.0,0.0,0,0.0,0,632.98,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.4,0.0,21.6,Ransomware,System,00:01:23.070,83.07,0.0,0.0,0.0,0,0.0,0,632.98,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,60.3,0.0,21.6,Ransomware,System,00:01:24.230,84.23,0.0,0.0,0.0,0,0.0,0,632.98,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.9,0.0,21.6,Ransomware,System,00:01:25.330,85.33,0.0,0.06,0.0,0,0.0,0,632.98,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.4,0.0,21.6,Ransomware,System,00:01:26.420,86.42,0.0,0.0,0.0,0,0.0,0,632.98,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.9,0.0,21.6,Ransomware,System,00:01:27.520,87.52,0.0,0.01,0.0,0,0.0,0,632.74,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.9,0.0,21.6,Ransomware,System,00:01:28.610,88.61,0.0,0.0,0.0,0,0.0,0,632.73,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.4,0.0,21.6,Ransomware,System,00:01:29.790,89.79,0.0,0.0,0.0,0,0.0,0,632.73,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.4,0.0,21.6,Ransomware,System,00:01:30.950,90.95,0.0,0.0,0.0,0,0.0,0,632.73,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.9,0.0,21.6,Ransomware,System,00:01:32.040,92.04,0.0,0.02,0.0,0,0.0,0,632.73,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.9,0.0,21.6,Ransomware,System,00:01:33.140,93.14,0.0,0.01,0.0,0,0.0,0,632.73,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,60.8,0.0,21.6,Ransomware,System,00:01:34.240,94.24,0.0,0.0,0.0,0,0.0,0,632.72,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,60.3,0.0,21.6,Ransomware,System,00:01:35.330,95.33,0.0,0.0,0.0,0,0.0,0,632.72,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.9,0.0,21.6,Ransomware,System,00:01:36.490,96.49,0.0,0.0,0.0,0,0.0,0,632.72,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.9,0.0,21.6,Ransomware,System,00:01:37.580,97.58,0.0,0.0,0.0,0,0.0,0,632.72,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,60.3,0.0,21.6,Ransomware,System,00:01:38.680,98.68,0.0,0.01,0.0,0,0.0,0,632.72,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,60.8,0.0,21.6,Ransomware,System,00:01:39.770,99.77,0.0,0.01,0.0,0,0.0,0,632.71,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,60.3,0.5,21.6,Ransomware,System,00:01:40.870,100.87,0.0,0.0,0.0,0,0.0,0,632.71,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.9,0.0,21.6,Ransomware,System,00:01:42.020,102.02,0.0,0.0,0.0,0,0.0,0,632.71,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.4,0.5,21.6,Ransomware,System,00:01:43.120,103.12,0.0,0.0,0.0,0,0.0,0,632.71,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,60.8,0.0,21.6,Ransomware,System,00:01:44.210,104.21,0.0,0.07,0.0,0,0.0,0,632.46,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,60.3,0.0,21.6,Ransomware,System,00:01:45.310,105.31,0.0,0.0,0.0,0,0.0,0,632.46,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.9,21.1,22.4,Ransomware,System,00:01:46.410,106.41,0.0,0.0,0.0,0,0.0,0,629.44,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,60.8,1.0,22.4,Ransomware,System,00:01:47.510,107.51,0.0,0.0,0.0,0,0.0,0,630.77,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,61.3,0.5,22.4,Ransomware,System,00:01:48.600,108.6,0.0,0.0,0.0,0,0.0,0,632.54,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.9,1.0,22.4,Ransomware,System,00:01:49.700,109.7,0.0,0.04,0.0,0,0.0,0,632.71,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,60.3,0.0,22.2,Ransomware,System,00:01:50.790,110.79,0.0,0.0,0.0,0,0.0,0,631.38,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.9,0.0,22.2,Ransomware,System,00:01:51.890,111.89,0.0,0.0,0.0,0,0.0,0,631.87,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.4,0.0,22.2,Ransomware,System,00:01:53.050,113.05,0.0,0.06,0.0,0,0.0,0,631.87,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,60.3,0.0,22.2,Ransomware,System,00:01:54.150,114.15,0.0,0.0,0.0,0,0.0,0,632.12,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.9,0.0,22.2,Ransomware,System,00:01:55.240,115.24,0.0,0.03,0.0,0,0.0,0,632.36,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.9,0.0,22.2,Ransomware,System,00:01:56.340,116.34,0.0,0.0,0.0,0,0.0,0,632.35,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.9,0.0,22.2,Ransomware,System,00:01:57.430,117.43,0.0,0.0,0.0,0,0.0,0,632.35,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.9,0.0,22.2,Ransomware,System,00:01:58.580,118.58,0.0,0.0,0.0,0,0.0,0,632.35,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,59.9,0.0,22.2,Ransomware,System,00:01:59.680,119.68,0.0,0.0,0.0,0,0.0,0,632.35,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,60.3,0.5,22.2,Ransomware,System,00:02:00.770,120.77,0.0,0.08,0.0,0,0.0,0,632.59,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,60.3,0.0,22.2,Ransomware,System,00:02:01.870,121.87,0.0,0.0,0.0,0,0.0,0,632.83,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,61.3,25.5,22.4,Ransomware,System,00:02:02.960,122.96,0.0,0.0,0.0,0,0.0,0,639.08,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,61.8,25.0,22.4,Ransomware,System,00:02:04.060,124.06,0.0,0.0,0.0,0,0.0,0,639.06,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,62.8,25.5,22.4,Ransomware,System,00:02:05.160,125.16,0.0,0.0,0.0,0,0.0,0,639.53,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,62.3,25.0,22.4,Ransomware,System,00:02:06.260,126.26,0.0,5.63,0.0,0,0.0,0,639.28,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,63.7,25.0,22.4,Ransomware,System,00:02:07.350,127.35,0.0,0.0,0.0,0,0.0,0,639.53,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,63.7,25.4,22.4,Ransomware,System,00:02:08.450,128.45,0.0,0.02,0.0,0,0.0,0,639.52,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,62.8,25.1,22.4,Ransomware,System,00:02:09.550,129.55,0.0,0.0,0.0,0,0.0,0,639.77,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,64.2,25.1,22.4,Ransomware,System,00:02:10.650,130.65,0.0,0.0,0.0,0,0.0,0,639.77,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,63.3,25.0,22.4,Ransomware,System,00:02:11.750,131.75,0.0,0.0,0.0,0,0.0,0,639.77,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,63.3,25.5,22.4,Ransomware,System,00:02:12.850,132.85,0.0,0.02,0.0,0,0.0,0,639.76,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,62.8,25.0,22.4,Ransomware,System,00:02:13.940,133.94,0.0,0.0,0.0,0,0.0,0,639.76,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,63.7,25.0,22.4,Ransomware,System,00:02:15.040,135.04,0.0,0.0,0.0,0,0.0,0,639.75,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,64.2,25.5,22.4,Ransomware,System,00:02:16.140,136.14,0.0,0.0,0.0,0,0.0,0,639.75,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,64.2,25.0,22.4,Ransomware,System,00:02:17.240,137.24,0.0,0.0,0.0,0,0.0,0,639.75,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,64.2,25.5,22.4,Ransomware,System,00:02:18.330,138.33,0.0,0.01,5.04,77,25.36,26587073,639.74,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,64.2,25.0,22.4,Ransomware,System,00:02:19.440,139.44,0.0,0.0,5.44,78,27.36,2097152,639.99,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,64.7,25.5,22.4,Ransomware,System,00:02:20.550,140.55,0.0,0.0,5.63,80,28.36,1048576,639.99,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,64.7,26.0,22.4,Ransomware,System,00:02:21.660,141.66,0.0,0.0,6.03,82,30.36,2097152,639.99,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,64.7,25.1,22.4,Ransomware,System,00:02:22.760,142.76,0.0,0.12,6.43,84,32.36,2097152,639.98,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,64.7,25.5,22.4,Ransomware,System,00:02:23.860,143.86,0.0,0.0,6.83,86,34.36,2097152,639.98,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,64.2,25.9,22.4,Ransomware,System,00:02:24.960,144.96,0.0,0.0,7.22,88,36.36,2097152,640.22,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,65.2,25.5,22.4,Ransomware,System,00:02:26.060,146.06,0.0,0.0,7.62,90,38.36,2097152,640.71,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,64.2,25.6,22.4,Ransomware,System,00:02:27.170,147.17,0.0,4.0,8.02,92,40.36,2097152,640.71,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,65.2,25.9,22.4,Ransomware,System,00:02:28.270,148.27,0.0,0.03,8.42,94,42.36,2097152,640.71,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,64.7,26.0,22.4,Ransomware,System,00:02:29.370,149.37,0.0,0.0,8.81,96,44.36,2097152,640.95,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,65.2,29.6,22.3,Ransomware,System,00:02:30.470,150.47,0.02,0.0,9.21,98,46.36,2097152,639.39,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,65.2,77.1,22.5,Ransomware,System,00:02:31.570,151.57,0.0,0.0,9.41,99,47.36,1048576,647.54,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,66.2,49.2,23.0,Ransomware,System,00:02:32.710,152.71,0.0,13.59,9.81,101,49.36,2097152,660.2,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,67.2,25.9,22.9,Ransomware,System,00:02:33.830,153.83,0.0,17.59,10.2,103,51.36,2097152,656.62,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,66.2,26.0,22.8,Ransomware,System,00:02:34.930,154.93,0.0,0.0,10.6,105,53.36,2097152,655.63,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,66.2,25.1,22.7,Ransomware,System,00:02:36.030,156.03,0.0,0.0,11.0,107,55.36,2097152,654.95,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,66.2,26.0,22.6,Ransomware,System,00:02:37.130,157.13,0.0,0.0,11.4,109,57.36,2097152,652.02,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,66.2,25.5,22.6,Ransomware,System,00:02:38.230,158.23,0.0,0.04,11.79,111,59.36,2097152,651.91,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,66.7,25.9,22.6,Ransomware,System,00:02:39.330,159.33,0.0,0.0,12.19,113,61.36,2097152,652.16,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,66.7,24.6,22.6,Ransomware,System,00:02:40.430,160.43,0.0,0.0,12.59,115,63.36,2097152,652.16,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,66.7,24.6,22.6,Ransomware,System,00:02:41.540,161.54,0.0,0.0,12.79,116,64.36,1048576,652.13,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,66.7,25.6,22.6,Ransomware,System,00:02:42.650,162.65,0.0,0.04,13.18,118,66.36,2097152,652.12,0.0
