Attack,Host,Run,Mode,Power (W),Attack Type,Measurement,Timestamp,Relative Time (s),Current (A),Voltage (V)
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.23,Ransomware,ACS712,00:00:18.460,18.46,0.85,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.44,Ransomware,ACS712,00:00:19.560,19.56,0.89,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,3.7,Ransomware,ACS712,00:00:20.670,20.67,0.74,2.36
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.43,Ransomware,ACS712,00:00:21.770,21.77,0.89,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.6,Ransomware,ACS712,00:00:22.870,22.87,0.92,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.15,Ransomware,ACS712,00:00:23.970,23.97,0.83,2.35
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.43,Ransomware,ACS712,00:00:25.070,25.07,0.89,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,3.8,Ransomware,ACS712,00:00:26.170,26.17,0.76,2.36
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.04,Ransomware,ACS712,00:00:27.280,27.28,0.81,2.35
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.61,Ransomware,ACS712,00:00:28.380,28.38,0.92,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.4,Ransomware,ACS712,00:00:29.480,29.48,0.88,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.53,Ransomware,ACS712,00:00:30.580,30.58,0.91,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,3.9,Ransomware,ACS712,00:00:31.680,31.68,0.78,2.36
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.41,Ransomware,ACS712,00:00:32.780,32.78,0.88,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.78,Ransomware,ACS712,00:00:33.880,33.88,0.96,2.32
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.62,Ransomware,ACS712,00:00:34.990,34.99,0.92,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.41,Ransomware,ACS712,00:00:36.090,36.09,0.88,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,3.94,Ransomware,ACS712,00:00:37.190,37.19,0.79,2.35
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.52,Ransomware,ACS712,00:00:38.290,38.29,0.9,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.35,Ransomware,ACS712,00:00:39.390,39.39,0.87,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.62,Ransomware,ACS712,00:00:40.490,40.49,0.92,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.5,Ransomware,ACS712,00:00:41.600,41.6,0.9,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.1,Ransomware,ACS712,00:00:42.700,42.7,0.82,2.35
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.62,Ransomware,ACS712,00:00:43.800,43.8,0.92,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.39,Ransomware,ACS712,00:00:44.900,44.9,0.88,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.25,Ransomware,ACS712,00:00:46.000,46.0,0.85,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.43,Ransomware,ACS712,00:00:47.110,47.11,0.89,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.08,Ransomware,ACS712,00:00:48.210,48.21,0.82,2.35
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.49,Ransomware,ACS712,00:00:49.310,49.31,0.9,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.44,Ransomware,ACS712,00:00:50.410,50.41,0.89,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.54,Ransomware,ACS712,00:00:51.510,51.51,0.91,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.33,Ransomware,ACS712,00:00:52.610,52.61,0.87,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.44,Ransomware,ACS712,00:00:53.720,53.72,0.89,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.77,Ransomware,ACS712,00:00:54.820,54.82,0.95,2.32
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.53,Ransomware,ACS712,00:00:55.920,55.92,0.91,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.37,Ransomware,ACS712,00:00:57.020,57.02,0.87,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.45,Ransomware,ACS712,00:00:58.120,58.12,0.89,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.08,Ransomware,ACS712,00:00:59.220,59.22,0.82,2.35
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.61,Ransomware,ACS712,00:01:00.330,60.33,0.92,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.4,Ransomware,ACS712,00:01:01.430,61.43,0.88,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.45,Ransomware,ACS712,00:01:02.530,62.53,0.89,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.48,Ransomware,ACS712,00:01:03.630,63.63,0.9,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,3.84,Ransomware,ACS712,00:01:04.730,64.73,0.77,2.36
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.4,Ransomware,ACS712,00:01:05.840,65.84,0.88,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.28,Ransomware,ACS712,00:01:06.940,66.94,0.86,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.68,Ransomware,ACS712,00:01:08.040,68.04,0.94,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.57,Ransomware,ACS712,00:01:09.140,69.14,0.91,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.27,Ransomware,ACS712,00:01:10.240,70.24,0.85,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.5,Ransomware,ACS712,00:01:11.340,71.34,0.9,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.37,Ransomware,ACS712,00:01:12.450,72.45,0.87,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.78,Ransomware,ACS712,00:01:13.550,73.55,0.96,2.32
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.7,Ransomware,ACS712,00:01:14.650,74.65,0.94,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.33,Ransomware,ACS712,00:01:15.750,75.75,0.87,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,5.01,Ransomware,ACS712,00:01:16.850,76.85,1.0,2.31
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.86,Ransomware,ACS712,00:01:17.960,77.96,0.97,2.32
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.46,Ransomware,ACS712,00:01:19.060,79.06,0.89,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.39,Ransomware,ACS712,00:01:20.160,80.16,0.88,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.33,Ransomware,ACS712,00:01:21.260,81.26,0.87,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.27,Ransomware,ACS712,00:01:22.360,82.36,0.85,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.27,Ransomware,ACS712,00:01:23.460,83.46,0.85,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.36,Ransomware,ACS712,00:01:24.570,84.57,0.87,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.32,Ransomware,ACS712,00:01:25.670,85.67,0.86,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.5,Ransomware,ACS712,00:01:26.770,86.77,0.9,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.25,Ransomware,ACS712,00:01:27.870,87.87,0.85,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.49,Ransomware,ACS712,00:01:28.970,88.97,0.9,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.58,Ransomware,ACS712,00:01:30.080,90.08,0.92,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.52,Ransomware,ACS712,00:01:31.180,91.18,0.9,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.4,Ransomware,ACS712,00:01:32.280,92.28,0.88,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.95,Ransomware,ACS712,00:01:33.380,93.38,0.99,2.32
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.94,Ransomware,ACS712,00:01:34.480,94.48,0.99,2.32
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.58,Ransomware,ACS712,00:01:35.580,95.58,0.92,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.53,Ransomware,ACS712,00:01:36.690,96.69,0.91,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.6,Ransomware,ACS712,00:01:37.790,97.79,0.92,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.57,Ransomware,ACS712,00:01:38.890,98.89,0.91,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.45,Ransomware,ACS712,00:01:39.990,99.99,0.89,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.6,Ransomware,ACS712,00:01:41.090,101.09,0.92,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.73,Ransomware,ACS712,00:01:42.190,102.19,0.95,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.7,Ransomware,ACS712,00:01:43.300,103.3,0.94,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,5.18,Ransomware,ACS712,00:01:44.400,104.4,1.04,2.31
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.69,Ransomware,ACS712,00:01:45.500,105.5,0.94,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.78,Ransomware,ACS712,00:01:46.600,106.6,0.96,2.32
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.52,Ransomware,ACS712,00:01:47.700,107.7,0.9,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.66,Ransomware,ACS712,00:01:48.810,108.81,0.93,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.44,Ransomware,ACS712,00:01:49.910,109.91,0.89,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.46,Ransomware,ACS712,00:01:51.010,111.01,0.89,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.44,Ransomware,ACS712,00:01:52.110,112.11,0.89,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.86,Ransomware,ACS712,00:01:53.210,113.21,0.97,2.32
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.93,Ransomware,ACS712,00:01:54.310,114.31,0.99,2.32
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.9,Ransomware,ACS712,00:01:55.420,115.42,0.98,2.32
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.8,Ransomware,ACS712,00:01:56.520,116.52,0.96,2.32
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.74,Ransomware,ACS712,00:01:57.620,117.62,0.95,2.32
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.74,Ransomware,ACS712,00:01:58.720,118.72,0.95,2.32
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Idle,4.89,Ransomware,ACS712,00:01:59.820,119.82,0.98,2.32
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.43,Ransomware,ACS712,00:02:00.920,120.92,1.09,2.3
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.67,Ransomware,ACS712,00:02:02.030,122.03,1.13,2.29
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.57,Ransomware,ACS712,00:02:03.130,123.13,1.11,2.29
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.34,Ransomware,ACS712,00:02:04.230,124.23,1.07,2.3
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.38,Ransomware,ACS712,00:02:05.330,125.33,1.08,2.3
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.6,Ransomware,ACS712,00:02:06.430,126.43,1.12,2.29
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.43,Ransomware,ACS712,00:02:07.540,127.54,1.09,2.3
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.42,Ransomware,ACS712,00:02:08.640,128.64,1.08,2.3
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.61,Ransomware,ACS712,00:02:09.740,129.74,1.12,2.29
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.68,Ransomware,ACS712,00:02:10.840,130.84,1.14,2.29
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.6,Ransomware,ACS712,00:02:11.940,131.94,1.12,2.29
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.85,Ransomware,ACS712,00:02:13.040,133.04,1.17,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,7.04,Ransomware,ACS712,00:02:14.140,134.14,1.41,2.24
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,6.58,Ransomware,ACS712,00:02:15.240,135.24,1.32,2.26
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.94,Ransomware,ACS712,00:02:16.350,136.35,1.19,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,6.26,Ransomware,ACS712,00:02:17.450,137.45,1.25,2.27
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.89,Ransomware,ACS712,00:02:18.550,138.55,1.18,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,6.09,Ransomware,ACS712,00:02:19.650,139.65,1.22,2.27
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,6.04,Ransomware,ACS712,00:02:20.750,140.75,1.21,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,6.0,Ransomware,ACS712,00:02:21.850,141.85,1.2,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,6.09,Ransomware,ACS712,00:02:22.960,142.96,1.22,2.27
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.83,Ransomware,ACS712,00:02:24.060,144.06,1.17,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.89,Ransomware,ACS712,00:02:25.160,145.16,1.18,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.87,Ransomware,ACS712,00:02:26.260,146.26,1.17,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.92,Ransomware,ACS712,00:02:27.360,147.36,1.18,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,7.28,Ransomware,ACS712,00:02:28.470,148.47,1.46,2.23
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,6.88,Ransomware,ACS712,00:02:29.570,149.57,1.38,2.25
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,7.48,Ransomware,ACS712,00:02:30.670,150.67,1.5,2.22
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,6.17,Ransomware,ACS712,00:02:31.770,151.77,1.23,2.27
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,6.04,Ransomware,ACS712,00:02:32.870,152.87,1.21,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,6.25,Ransomware,ACS712,00:02:33.970,153.97,1.25,2.27
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,6.08,Ransomware,ACS712,00:02:35.080,155.08,1.22,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,6.05,Ransomware,ACS712,00:02:36.180,156.18,1.21,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.84,Ransomware,ACS712,00:02:37.280,157.28,1.17,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.69,Ransomware,ACS712,00:02:38.380,158.38,1.14,2.29
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.83,Ransomware,ACS712,00:02:39.480,159.48,1.17,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.83,Ransomware,ACS712,00:02:40.590,160.59,1.17,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.96,Ransomware,ACS712,00:02:41.690,161.69,1.19,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.73,Ransomware,ACS712,00:02:42.790,162.79,1.15,2.29
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.83,Ransomware,ACS712,00:02:43.890,163.89,1.17,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.68,Ransomware,ACS712,00:02:44.990,164.99,1.14,2.29
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.85,Ransomware,ACS712,00:02:46.090,166.09,1.17,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.68,Ransomware,ACS712,00:02:47.200,167.2,1.14,2.29
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.73,Ransomware,ACS712,00:02:48.300,168.3,1.15,2.29
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.83,Ransomware,ACS712,00:02:49.400,169.4,1.17,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.85,Ransomware,ACS712,00:02:50.500,170.5,1.17,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.87,Ransomware,ACS712,00:02:51.600,171.6,1.17,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.77,Ransomware,ACS712,00:02:52.700,172.7,1.15,2.29
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,6.16,Ransomware,ACS712,00:02:53.810,173.81,1.23,2.27
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,6.26,Ransomware,ACS712,00:02:54.910,174.91,1.25,2.27
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.93,Ransomware,ACS712,00:02:56.010,176.01,1.19,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.8,Ransomware,ACS712,00:02:57.110,177.11,1.16,2.29
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.88,Ransomware,ACS712,00:02:58.210,178.21,1.18,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.87,Ransomware,ACS712,00:02:59.320,179.32,1.17,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,6.21,Ransomware,ACS712,00:03:00.420,180.42,1.24,2.27
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,6.16,Ransomware,ACS712,00:03:01.520,181.52,1.23,2.27
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.52,Ransomware,ACS712,00:03:02.620,182.62,1.1,2.3
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.67,Ransomware,ACS712,00:03:03.720,183.72,1.13,2.29
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.6,Ransomware,ACS712,00:03:04.820,184.82,1.12,2.29
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.79,Ransomware,ACS712,00:03:05.930,185.93,1.16,2.29
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.64,Ransomware,ACS712,00:03:07.030,187.03,1.13,2.29
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.51,Ransomware,ACS712,00:03:08.130,188.13,1.1,2.3
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.53,Ransomware,ACS712,00:03:09.230,189.23,1.11,2.3
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.63,Ransomware,ACS712,00:03:10.330,190.33,1.13,2.29
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.57,Ransomware,ACS712,00:03:11.430,191.43,1.11,2.29
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.43,Ransomware,ACS712,00:03:12.540,192.54,1.09,2.3
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.9,Ransomware,ACS712,00:03:13.640,193.64,1.18,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,6.05,Ransomware,ACS712,00:03:14.740,194.74,1.21,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,6.0,Ransomware,ACS712,00:03:15.840,195.84,1.2,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.56,Ransomware,ACS712,00:03:16.940,196.94,1.11,2.29
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.64,Ransomware,ACS712,00:03:18.050,198.05,1.13,2.29
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.44,Ransomware,ACS712,00:03:19.150,199.15,1.09,2.3
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.97,Ransomware,ACS712,00:03:20.250,200.25,1.19,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.97,Ransomware,ACS712,00:03:21.350,201.35,1.19,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,6.04,Ransomware,ACS712,00:03:22.450,202.45,1.21,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.93,Ransomware,ACS712,00:03:23.550,203.55,1.19,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.53,Ransomware,ACS712,00:03:24.660,204.66,1.11,2.3
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.55,Ransomware,ACS712,00:03:25.760,205.76,1.11,2.29
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.52,Ransomware,ACS712,00:03:26.860,206.86,1.1,2.3
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.65,Ransomware,ACS712,00:03:27.960,207.96,1.13,2.29
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.73,Ransomware,ACS712,00:03:29.060,209.06,1.15,2.29
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.87,Ransomware,ACS712,00:03:30.170,210.17,1.17,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.9,Ransomware,ACS712,00:03:31.270,211.27,1.18,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.38,Ransomware,ACS712,00:03:32.370,212.37,1.08,2.3
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.64,Ransomware,ACS712,00:03:33.470,213.47,1.13,2.29
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.68,Ransomware,ACS712,00:03:34.570,214.57,1.14,2.29
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.92,Ransomware,ACS712,00:03:35.670,215.67,1.18,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,6.45,Ransomware,ACS712,00:03:36.780,216.78,1.29,2.26
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.88,Ransomware,ACS712,00:03:37.880,217.88,1.18,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,6.08,Ransomware,ACS712,00:03:38.980,218.98,1.22,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.9,Ransomware,ACS712,00:03:40.080,220.08,1.18,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.9,Ransomware,ACS712,00:03:41.180,221.18,1.18,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,6.2,Ransomware,ACS712,00:03:42.290,222.29,1.24,2.27
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,6.05,Ransomware,ACS712,00:03:43.390,223.39,1.21,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.88,Ransomware,ACS712,00:03:44.490,224.49,1.18,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,6.17,Ransomware,ACS712,00:03:45.590,225.59,1.23,2.27
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,6.13,Ransomware,ACS712,00:03:46.690,226.69,1.23,2.27
